Caster Leather Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Cloak of the Restless Tribes,159288,"65 Armor
+81 [Agility or Strength or Intellect]
+1,572 Stamina
+54 Versatility
+46 Mastery
Equip: Standing still for 4 sec increases your Speed by 89. Lasts for 4 sec once you start moving.","66 Armor
+83 [Agility or Strength or Intellect]
+1,629 Stamina
+55 Versatility
+46 Mastery
Equip: Standing still for 4 sec increases your Speed by 90. Lasts for 4 sec once you start moving.","67 Armor
+86 [Agility or Strength or Intellect]
+1,689 Stamina
+56 Versatility
+47 Mastery
Equip: Standing still for 4 sec increases your Speed by 91. Lasts for 4 sec once you start moving.","69 Armor
+89 [Agility or Strength or Intellect]
+1,768 Stamina
+57 Versatility
+48 Mastery
Equip: Standing still for 4 sec increases your Speed by 93. Lasts for 4 sec once you start moving.","70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+57 Versatility
+48 Mastery
Equip: Standing still for 4 sec increases your Speed by 94. Lasts for 4 sec once you start moving.","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+58 Versatility
+49 Mastery
Equip: Standing still for 4 sec increases your Speed by 96. Lasts for 4 sec once you start moving.",https://www.wowhead.com/item=159288
Crackling Jade Kilij,160216,"79 - 133 Damage
Speed 2.60
(40.8 damage per second)
+419 Intellect
+1,397 Stamina
+52 Critical Strike
+37 Mastery","82 - 137 Damage
Speed 2.60
(42.1 damage per second)
+431 Intellect
+1,448 Stamina
+53 Critical Strike
+37 Mastery","84 - 141 Damage
Speed 2.60
(43.3 damage per second)
+443 Intellect
+1,501 Stamina
+53 Critical Strike
+38 Mastery","87 - 146 Damage
Speed 2.60
(44.8 damage per second)
+460 Intellect
+1,572 Stamina
+54 Critical Strike
+38 Mastery","90 - 150 Damage
Speed 2.60
(46.2 damage per second)
+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Mastery","92 - 154 Damage
Speed 2.60
(47.3 damage per second)
+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Mastery",https://www.wowhead.com/item=160216
Crown of Roaring Storms,193751,"121 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+66 Critical Strike
+112 Versatility","124 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+67 Critical Strike
+113 Versatility","126 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+68 Critical Strike
+115 Versatility","129 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+69 Critical Strike
+117 Versatility","132 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+70 Critical Strike
+118 Versatility","135 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+71 Critical Strike
+120 Versatility",https://www.wowhead.com/item=193751
Desiccator's Blessed Gloves,159312,"91 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+81 Critical Strike
+52 Mastery","93 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+82 Critical Strike
+53 Mastery","95 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+83 Critical Strike
+54 Mastery","97 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+84 Critical Strike
+55 Mastery","99 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+86 Critical Strike
+55 Mastery","101 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+87 Critical Strike
+56 Mastery",https://www.wowhead.com/item=159312
Fallen Speaker's Staff,251160,"124 - 186 Damage
Speed 3.60
(43.1 damage per second)
+838 Intellect
+2,794 Stamina
+104 Haste
+74 Versatility","128 - 192 Damage
Speed 3.60
(44.3 damage per second)
+862 Intellect
+2,896 Stamina
+105 Haste
+75 Versatility","131 - 197 Damage
Speed 3.60
(45.6 damage per second)
+886 Intellect
+3,002 Stamina
+107 Haste
+76 Versatility","136 - 205 Damage
Speed 3.60
(47.4 damage per second)
+920 Intellect
+3,143 Stamina
+109 Haste
+77 Versatility","140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+110 Haste
+78 Versatility","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+112 Haste
+79 Versatility",https://www.wowhead.com/item=251160
Fang of Contagion,251225,"55 - 92 Damage
Speed 1.80
(40.8 damage per second)
+419 Intellect
+1,397 Stamina
+37 Versatility
+52 Mastery","56 - 95 Damage
Speed 1.80
(41.9 damage per second)
+431 Intellect
+1,448 Stamina
+37 Versatility
+53 Mastery","58 - 97 Damage
Speed 1.80
(43.1 damage per second)
+443 Intellect
+1,501 Stamina
+38 Versatility
+53 Mastery","60 - 101 Damage
Speed 1.80
(44.7 damage per second)
+460 Intellect
+1,572 Stamina
+38 Versatility
+54 Mastery","62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+39 Versatility
+55 Mastery","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+39 Versatility
+56 Mastery",https://www.wowhead.com/item=251225
Fireproof Drape,193763,"65 Armor
+81 [Agility or Strength or Intellect]
+1,572 Stamina
+37 Critical Strike
+63 Haste","66 Armor
+83 [Agility or Strength or Intellect]
+1,629 Stamina
+38 Critical Strike
+64 Haste","67 Armor
+86 [Agility or Strength or Intellect]
+1,689 Stamina
+38 Critical Strike
+64 Haste","69 Armor
+89 [Agility or Strength or Intellect]
+1,768 Stamina
+39 Critical Strike
+66 Haste","70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste",https://www.wowhead.com/item=193763
Freightrunner's Flask,250215,"+137 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 609 for 15 sec. (1 Min, 30 Sec Cooldown)","+141 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 617 for 15 sec. (1 Min, 30 Sec Cooldown)","+145 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 625 for 15 sec. (1 Min, 30 Sec Cooldown)","+150 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 636 for 15 sec. (1 Min, 30 Sec Cooldown)","+154 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 645 for 15 sec. (1 Min, 30 Sec Cooldown)","+159 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 653 for 15 sec. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250215
Fury-fletched Armlets,251135,"81 Armor
+81 [Agility or Intellect]
+1,572 Stamina
+37 Critical Strike
+63 Haste","83 Armor
+83 [Agility or Intellect]
+1,629 Stamina
+38 Critical Strike
+64 Haste","84 Armor
+86 [Agility or Intellect]
+1,689 Stamina
+38 Critical Strike
+64 Haste","86 Armor
+89 [Agility or Intellect]
+1,768 Stamina
+39 Critical Strike
+66 Haste","88 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","90 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste",https://www.wowhead.com/item=251135
Galvanized Stormcrusher,215730,"186 - 239 Damage
Speed 2.60
(81.7 damage per second)
+721 Strength
+721 Agility
+969 Intellect
+2,656 Stamina
Dropped by: GaralonDrop Chance: 0.02%","191 - 246 Damage
Speed 2.60
(84.0 damage per second)
+742 Strength
+742 Agility
+997 Intellect
+2,753 Stamina
Dropped by: GaralonDrop Chance: 0.02%","196 - 253 Damage
Speed 2.60
(86.3 damage per second)
+763 Strength
+763 Agility
+1025 Intellect
+2,854 Stamina
Dropped by: GaralonDrop Chance: 0.02%","204 - 263 Damage
Speed 2.60
(89.8 damage per second)
+792 Strength
+792 Agility
+1064 Intellect
+2,988 Stamina
Dropped by: GaralonDrop Chance: 0.02%","210 - 270 Damage
Speed 2.60
(92.3 damage per second)
+814 Strength
+814 Agility
+1094 Intellect
+3,093 Stamina
Dropped by: GaralonDrop Chance: 0.02%","215 - 278 Damage
Speed 2.60
(94.8 damage per second)
+837 Strength
+837 Agility
+1125 Intellect
+3,203 Stamina
Dropped by: GaralonDrop Chance: 0.02%",https://www.wowhead.com/item=215730
Gauntlets of Fevered Defense,251124,"91 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+87 Critical Strike
+47 Haste","93 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+88 Critical Strike
+47 Haste","95 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+89 Critical Strike
+48 Haste","97 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+90 Critical Strike
+49 Haste","99 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+92 Critical Strike
+49 Haste","101 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+93 Critical Strike
+50 Haste",https://www.wowhead.com/item=251124
Gilded Serpent's Tooth,159137,"55 - 92 Damage
Speed 1.80
(40.8 damage per second)
+419 Intellect
+1,397 Stamina
+39 Haste
+50 Versatility","56 - 95 Damage
Speed 1.80
(41.9 damage per second)
+431 Intellect
+1,448 Stamina
+39 Haste
+51 Versatility","58 - 97 Damage
Speed 1.80
(43.1 damage per second)
+443 Intellect
+1,501 Stamina
+40 Haste
+51 Versatility","60 - 101 Damage
Speed 1.80
(44.7 damage per second)
+460 Intellect
+1,572 Stamina
+40 Haste
+52 Versatility","62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+41 Haste
+53 Versatility","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+41 Haste
+54 Versatility",https://www.wowhead.com/item=159137
Goldfeather Boots,159304,"101 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+75 Versatility
+58 Mastery","103 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+76 Versatility
+59 Mastery","105 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+77 Versatility
+60 Mastery","108 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+79 Versatility
+61 Mastery","110 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+80 Versatility
+61 Mastery","112 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+81 Versatility
+62 Mastery",https://www.wowhead.com/item=159304
Graft of the Domanaar,251234,"+1,572 Stamina
+218 Critical Strike
+121 Mastery","+1,629 Stamina
+223 Critical Strike
+124 Mastery","+1,689 Stamina
+227 Critical Strike
+126 Mastery","+1,768 Stamina
+233 Critical Strike
+129 Mastery","+1,830 Stamina
+237 Critical Strike
+132 Mastery","+1,895 Stamina
+242 Critical Strike
+134 Mastery",https://www.wowhead.com/item=251234
Gravitic Girdle,251235,"91 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+87 Versatility
+47 Mastery","93 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+88 Versatility
+47 Mastery","95 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+89 Versatility
+48 Mastery","97 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+90 Versatility
+49 Mastery","99 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+92 Versatility
+49 Mastery","101 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+93 Versatility
+50 Mastery",https://www.wowhead.com/item=251235
Grips of Electrified Defense,159337,"91 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+61 Versatility
+72 Mastery","93 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+62 Versatility
+73 Mastery","95 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+63 Versatility
+74 Mastery","97 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+64 Versatility
+76 Mastery","99 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+64 Versatility
+77 Mastery","101 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+65 Versatility
+78 Mastery",https://www.wowhead.com/item=159337
Hide of Pestilence,251226,"162 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+104 Critical Strike
+74 Versatility","165 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+105 Critical Strike
+75 Versatility","168 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+107 Critical Strike
+76 Versatility","173 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+109 Critical Strike
+77 Versatility","176 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Versatility","180 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Versatility",https://www.wowhead.com/item=251226
Hood of the Slithering Loa,239033,"121 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+104 Critical Strike
+74 Haste","124 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+105 Critical Strike
+75 Haste","126 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+107 Critical Strike
+76 Haste","129 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+109 Critical Strike
+77 Haste","132 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Haste","135 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Haste",https://www.wowhead.com/item=239033
Invader's Firestorm Chestguard,193764,"162 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+70 Versatility
+108 Mastery","165 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+71 Versatility
+109 Mastery","168 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+72 Versatility
+111 Mastery","173 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+73 Versatility
+113 Mastery","176 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+74 Versatility
+114 Mastery","180 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+75 Versatility
+116 Mastery",https://www.wowhead.com/item=193764
Jade Ophidian Band,162544,"+1,572 Stamina
+126 Versatility
+213 Mastery
Prismatic Socket","+1,629 Stamina
+129 Versatility
+218 Mastery
Prismatic Socket","+1,689 Stamina
+131 Versatility
+222 Mastery
Prismatic Socket","+1,768 Stamina
+135 Versatility
+228 Mastery
Prismatic Socket","+1,830 Stamina
+137 Versatility
+232 Mastery
Prismatic Socket","+1,895 Stamina
+140 Versatility
+236 Mastery
Prismatic Socket",https://www.wowhead.com/item=162544
Knot of Writhing Serpents,273794,"+137 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (12139 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (12139 * 1) Nature damage over 15 sec.","+141 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (12684 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (12684 * 1) Nature damage over 15 sec.","+145 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (13250 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (13250 * 1) Nature damage over 15 sec.","+150 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (14039 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (14039 * 1) Nature damage over 15 sec.","+154 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (14657 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (14657 * 1) Nature damage over 15 sec.","+159 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (15299 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (15299 * 1) Nature damage over 15 sec.",https://www.wowhead.com/item=273794
Kokia's Burnout Rod,193771,"+419 Intellect
+1,397 Stamina
+50 Critical Strike
+39 Haste","+431 Intellect
+1,448 Stamina
+51 Critical Strike
+39 Haste","+443 Intellect
+1,501 Stamina
+51 Critical Strike
+40 Haste","+460 Intellect
+1,572 Stamina
+52 Critical Strike
+40 Haste","+473 Intellect
+1,627 Stamina
+53 Critical Strike
+41 Haste","+486 Intellect
+1,684 Stamina
+54 Critical Strike
+41 Haste",https://www.wowhead.com/item=193771
Kula's Butchering Wristwraps,159300,"81 Armor
+81 [Agility or Intellect]
+1,572 Stamina
+63 Critical Strike
+37 Versatility","83 Armor
+83 [Agility or Intellect]
+1,629 Stamina
+64 Critical Strike
+38 Versatility","84 Armor
+86 [Agility or Intellect]
+1,689 Stamina
+64 Critical Strike
+38 Versatility","86 Armor
+89 [Agility or Intellect]
+1,768 Stamina
+66 Critical Strike
+39 Versatility","88 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+66 Critical Strike
+39 Versatility","90 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+67 Critical Strike
+40 Versatility",https://www.wowhead.com/item=159300
Kyrakka's Searing Embers,193748,"+127 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 25493 and expelling 8086 Fire damage split between nearby enemies. (1s cooldown)","+128 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 26279 and expelling 8335 Fire damage split between nearby enemies. (1s cooldown)","+130 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 27089 and expelling 8592 Fire damage split between nearby enemies. (1s cooldown)","+133 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 28208 and expelling 8947 Fire damage split between nearby enemies. (1s cooldown)","+134 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29078 and expelling 9223 Fire damage split between nearby enemies. (1s cooldown)","+136 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29973 and expelling 9507 Fire damage split between nearby enemies. (1s cooldown)",https://www.wowhead.com/item=193748
Leggings of the Galeforce Viper,159329,"142 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+81 Versatility
+96 Mastery","144 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+82 Versatility
+98 Mastery","147 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+83 Versatility
+99 Mastery","151 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+85 Versatility
+101 Mastery","154 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+86 Versatility
+102 Mastery","157 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+87 Versatility
+103 Mastery",https://www.wowhead.com/item=159329
